DefaultSC.A1ModJulian     DefaultSC.MOON_INERTIAL.X   DefaultSC.MOON_INERTIAL.Y   DefaultSC.MOON_INERTIAL.Z   DefaultSC.MOON_INERTIAL.VX   DefaultSC.MOON_INERTIAL.VY   DefaultSC.MOON_INERTIAL.VZ   DefaultSC.ElapsedSecs     
21545.07601678767         4931.469389341655           4967.904474604351           0.009084307122975588        -0.5939608304973218          0.5895894996855948           3.707466130042913e-06        6600.000000139698         
21545.07671123211         4895.705160615209           5003.151718372072           0.009308422013418749        -0.5981750149323061          0.5853135874235473           3.763065381412467e-06        6660.000000020955         
21545.07740567655         4859.689003167849           5038.141502682003           0.009535879114991985        -0.6023584185163501          0.5810075545564158           3.81887202677289e-06         6719.999999902211         
21545.078100121           4823.422770316829           5072.872026937082           0.009766690680407919        -0.6065108259732194          0.576671622651772            3.874879906995421e-06        6780.000000097789         
21545.07879456544         4786.908328248304           5107.341503880569           0.01000086861313321         -0.6106320236214414          0.5723060148156841           3.93108283225363e-06         6839.999999979045         
21545.07948900989         4750.147555921052           5141.548159688013           0.01023842439462896         -0.614721799385299           0.5679109556812396           3.98747458246751e-06         6899.999999860302         
21545.08018345433         4713.142344970023           5175.49023405835            0.01047936920076609         -0.6187799428057412          0.5634866713969886           4.044048907525521e-06        6960.000000055879         
21545.08087789878         4675.894599608961           5209.165980304708           0.01072371379996184         -0.6228062450512102          0.5590333896153112           4.100799528061749e-06        7019.999999937136         
21545.08157234322         4638.406236532319           5242.573665444099           0.01097146855317988         -0.6268004989283857          0.5545513394807063           4.157720135844478e-06        7080.000000132713         
21545.08226678767         4600.679184816894           5275.711570286832           0.01122264348668978         -0.630762498892844           0.550040751618003            4.214804394275795e-06        7140.00000001397          
21545.08296123211         4562.71538582223            5308.577989524638           0.01147724821930751         -0.6346920410596322          0.5455018581204975           4.272045938835678e-06        7199.999999895226         
21545.08365567656         4524.516793091083           5341.171231818618           0.01173529202060308         -0.6385889232137579          0.5409348925380139           4.329438377748129e-06        7260.000000090804         
21545.084350121           4486.085372248664           5373.489619886386           0.01199678372358903         -0.6424529448205935          0.5363400898648892           4.386975292369755e-06        7319.99999997206          
21545.08504456544         4447.423100901593           5405.531490588211           0.01226173181203194         -0.6462839070361912          0.5317176865278856           4.444650237633851e-06        7379.999999853317         
21545.08573900989         4408.531968536146           5437.29519501247            0.01253014437679667         -0.6500816127175149          0.5270679203740276           4.502456742716543e-06        7440.000000048894         
21545.08643345433         4369.413976415992           5468.779098560917           0.01280202911584638         -0.6538458664325814          0.5223910306583676           4.560388311425356e-06        7499.999999930151         
21545.08712789878         4330.071137478924           5499.981581032334           0.01307739334879443         -0.6575764744705159          0.5176872580316774           4.618438422865356e-06        7560.000000125729         
21545.08782234322         4290.505476233782           5530.901036706229           0.01335624397324864         -0.6612732448515177          0.5129568445280698           4.676600531716701e-06        7620.000000006985         
21545.08851678767         4250.719028655847           5561.535874425375           0.01363858752301894         -0.6649359873367371          0.5082000335525476           4.734868069067311e-06        7679.999999888241         
21545.08921123211         4210.713842082245           5591.884517677478           0.01392443010990974         -0.6685645134380633          0.5034170698684826           4.793234442523886e-06        7740.000000083819         
21545.08990567656         4170.491975106706           5621.94540467672            0.01421377749647945         -0.6721586364278211          0.4986081995850249           4.851693037211113e-06        7799.999999965075         
21545.090600121           4130.055497473455           5651.716988443688           0.01450663499417715         -0.6757181713483786          0.4937736701444434           4.910237215882685e-06        7859.999999846332         
21545.09129456545         4089.406489971036           5681.197736885282           0.01480300753610209         -0.6792429350216626          0.4889137303093966           4.968860319809476e-06        7920.00000004191          
21545.09198900989         4048.547044324805           5710.38613287342            0.01510289967700373         -0.682732746058584           0.4840286301501364           5.027555668890571e-06        7979.999999923166         
21545.09268345434         4007.479263089714           5739.280674323265           0.0154063155350741          -0.6861874248683681          0.4791186210316448           5.08631656265246e-06         8040.000000118744         
21545.09337789878         3966.205259542039           5767.879874270177           0.01571325883560348         -0.6896067936677969          0.474183955600703            5.145136280471085e-06        8100                      
21545.09407234322         3924.727157570363           5796.182260946545           0.01602373292553239         -0.6929906764903546          0.4692248877728958           5.204008082071443e-06        8159.999999881256         
21545.09476678767         3883.047091566725           5824.186377857579           0.01633774071524385         -0.6963388991952816          0.4642416727195505           5.262925208360247e-06        8220.000000076834         
21545.09546123211         3841.167206316604           5851.890783855866           0.01665528472221922         -0.6996512894765347          0.4592345668546101           5.321880881647978e-06        8279.99999995809          
21545.09615567656         3799.089656888507           5879.294053215941           0.0169763670564862          -0.7029276768716513          0.4542038278214443           5.380868306481545e-06        8340.000000153668         
21545.096850121           3756.816608523193           5906.394775707449           0.01730098942061886         -0.7061678927705206          0.4491497144795958           5.439880669866337e-06        8400.000000034925         
21545.09754456544         3714.350236522208           5933.191556667793           0.01762915309518576         -0.7093717704240594          0.4440724868914655           5.498911142154395e-06        8459.999999916181         
21545.09823900989         3671.692726136069           5959.683017073781           0.01796085898240563         -0.7125391449527908          0.4389724063089346           5.557952877266459e-06        8520.000000111759         
21545.09893345433         3628.846272451687           5985.867793612764           0.01829610753338784         -0.7156698533553281          0.4338497351599258           5.616999013469126e-06        8579.999999993015         
21545.09962789878         3585.813080279506           6011.744538752653           0.01863489880634006         -0.718763734516762           0.4287047370349048           5.676042673818937e-06        8639.999999874271         
21545.10032234322         3542.595364040113           6037.311920811422           0.01897723246656824         -0.7218206292169501          0.4235376766733213           5.735076966773001e-06        8700.000000069849         
21545.10101678767         3499.195347650326           6062.568624025502           0.01932310772826895         -0.7248403801387092          0.4183488199499909           5.794094986744103e-06        8759.999999951106         
21545.10171123211         3455.615264408465           6087.513348617416           0.01967252339818515         -0.7278228318759107          0.4131384338614192           5.853089814433776e-06        8820.000000146683         
21545.10240567656         3411.857356879918           6112.144810862897           0.02002547790470999         -0.7307678309414766          0.4079067865120671           5.912054517887011e-06        8880.00000002794          
21545.103100121           3367.923876781424           6136.461743156891           0.02038196919602342         -0.7336752257752768          0.4026541471005609           5.970982152436743e-06        8939.999999909196         
21545.10379456545         3323.817084865295           6160.462894078577           0.02074199487105943         -0.7365448667519288          0.397380785905844            6.029865761703057e-06        9000.000000104774         
21545.10448900989         3279.539250803296           6184.147028456093           0.02110555207764264         -0.7393766061884957          0.3920869742732753           6.088698378037272e-06        9059.99999998603          
21545.10518345433         3235.092653069471           6207.512927429867           0.02147263752704021         -0.7421702983520864          0.3867729846006703           6.147473023021544e-06        9119.999999867287         
21545.10587789878         3190.479578823317           6230.559388515423           0.02184324753761757         -0.7449257994673544          0.3814390903242906           6.206182708079488e-06        9180.000000062864         
21545.10657234322         3145.702323791862           6253.285225665255           0.02221737800573464         -0.7476429677238959          0.376085565904778            6.264820434975782e-06        9239.999999944121         
21545.10726678767         3100.763192151673           6275.689269329887           0.02259502440574579         -0.750321663283548           0.3707126868130369           6.323379196537804e-06        9300.000000139698         
21545.10796123211         3055.664496410289           6297.77036651806            0.02297618178999983         -0.7529617482875834          0.3653207295160645           6.381851976988706e-06        9360.000000020955         
21545.10865567655         3010.408557287068           6319.527380856045           0.02336084478884004         -0.7555630868638064          0.3599099714627301           6.440231752724568e-06        9419.999999902211         
21545.109350121           2964.997703594097           6340.959192646143           0.02374900759605225         -0.7581255451335434          0.3544806910695033           6.498511492869508e-06        9480.000000097789         
21545.11004456544         2919.434272116108           6362.064698924369           0.02414066402707249         -0.7606489912185329          0.3490331677061324           6.556684159553239e-06        9539.999999979045         
21545.11073900989         2873.720607490337           6382.842813517083           0.02453580741712358         -0.7631332952477133          0.3435676816812752           6.614742709021293e-06        9599.999999860302         
21545.11143345433         2827.859062085976           6403.292467096937           0.02493443072307855         -0.7655783293639055          0.3380845142280791           6.672680091579508e-06        9660.000000055879         
21545.11212789878         2781.851995882986           6423.412607238104           0.02533652646525297         -0.7679839677303926          0.3325839474897159           6.73048925259323e-06         9719.999999937136         
21545.11282234322         2735.701776350848           6443.202198470186           0.02574208672740497         -0.7703500865373973          0.3270662645048686           6.788163133097935e-06        9780.000000132713         
21545.11351678767         2689.410778326564           6462.660222331586           0.02615110320039093         -0.7726765640084531          0.3215317491931721           6.845694669910252e-06        9840.00000001397          
21545.11421123211         2642.981383892649           6481.785677422013           0.02656356710940599         -0.7749632804066717          0.3159806863406094           6.903076796793695e-06        9899.999999895226         
21545.11490567656         2596.415982254432           6500.57757945382            0.02697946928674355         -0.7772101180409059          0.3104133615848623           6.960302444569688e-06        9960.000000090804         
21545.115600121           2549.716969617177           6519.034961303056           0.02739880012813956         -0.7794169612718069          0.3048300614006184           7.017364541894722e-06        10019.99999997206         
21545.11629456544         2502.88674906292            6537.156873058761           0.02782154960732441         -0.7815836965177765          0.2992310730848363           7.074256015870972e-06        10079.99999985332         
21545.11698900989         2455.927730426483           6554.942382072157           0.02824770729057491         -0.7837102122608127          0.2936166847419667           7.130969792545905e-06        10140.00000004889         
21545.11768345433         2408.842330172018           6572.390573004668           0.02867726229305845         -0.7857963990522503          0.2879871852691328           7.187498797522895e-06        10199.99999993015         
21545.11837789878         2361.632971268147           6589.500547874835           0.0291102033079369          -0.7878421495183944          0.2823428643412705           7.243835956460831e-06        10260.00000012573         
21545.11907234322         2314.30208306358            6606.271426104766           0.02954651863547042         -0.7898473583660471          0.2766840123962273           7.299974195740244e-06        10320.00000000698         
21545.11976678767         2266.852101162134           6622.702344565303           0.02998619609570596         -0.7918119223879287          0.271010920619823            7.355906443073934e-06        10379.99999988824         
21545.12046123211         2219.285467297246           6638.792457620439           0.0304292231448926          -0.7937357404679891          0.2653238809308712           7.411625627951057e-06        10440.00000008382         
21545.12115567656         2171.604629206588           6654.540937171027           0.03087558677361812         -0.7956187135866138          0.2596231859661639           7.467124682358772e-06        10499.99999996508         
21545.121850121           2123.812040505873           6669.946972697217           0.03132527356501669         -0.7974607448257218          0.2539091290654181           7.522396541281839e-06        10559.99999984633         
21545.12254456545         2075.910160562722           6685.009771300247           0.03177826966566499         -0.7992617393737548          0.248182004256187            7.577434143257733e-06        10620.00000004191         
21545.12323900989         2027.901454370236           6699.728557743307           0.03223456082923803         -0.8010216045305578          0.2424421062387356           7.632230431042775e-06        10679.99999992317         
21545.12393345434         1979.788392419985           6714.102574491466           0.03269413235830143         -0.8027402497121535          0.2366897303708816           7.686778352167245e-06        10740.00000011874         
21545.12462789878         1931.573450574942           6728.131081750442           0.03315696911886334         -0.8044175864554044          0.2309251726528023           7.741070859434984e-06        10800                     
21545.12532234322         1883.259109942243           6741.8133575049             0.03362305561313406         -0.8060535284225687          0.2251487297118091           7.795100911589525e-06        10859.99999988126         
21545.12601678767         1834.847856745357           6755.148697555764           0.03409237584855873         -0.8076479914057457          0.2193606987870885           7.848861473924718e-06        10920.00000007683         
21545.12671123211         1786.342182196153           6768.136415556015           0.03456491345423274         -0.8092008933312118          0.213561377714413            7.902345518728815e-06        10979.99999995809         
21545.12740567656         1737.744582366897           6780.775843046489           0.0350406516372459          -0.8107121542636472          0.2077510649108202           7.955546026006122e-06        11040.00000015367         
21545.128100121           1689.057558061671           6793.066329489986           0.03551957316813059         -0.8121816964102522          0.2019300593592622           8.008455984032103e-06        11100.00000003492         
