DefaultSC.A1ModJulian     DefaultSC.MOON_INERTIAL.X   DefaultSC.MOON_INERTIAL.Y   DefaultSC.MOON_INERTIAL.Z   DefaultSC.MOON_INERTIAL.VX   DefaultSC.MOON_INERTIAL.VY   DefaultSC.MOON_INERTIAL.VZ   DefaultSC.ElapsedSecs     
21544.99962789878         7000                        0                           0                           0                            0.8368990878020907           0                            0                         
21545.00032234322         6999.819941391936           50.21362761006458           3.225781256332994e-05       -0.00600192345812911         0.8368813228455749           1.076516886300283e-06        59.99999988125637         
21545.00101678767         6999.279775892501           100.4248975928058           0.0001293317618547007       -0.01200351154221735         0.8368205005305269           2.160520341021321e-06        120.0000000768341         
21545.00171123211         6998.379532894469           150.6312265840825           0.0002916678640758619       -0.01800445524640815         0.8367166238070143           3.25190448474677e-06         179.9999999580905         
21545.00240567656         6997.119260330335           200.8300314634107           0.000519705776241608        -0.02400444558303449         0.8365696978458649           4.350562597288388e-06        240.0000001536682         
21545.003100121           6995.49902467092            251.0187294872012           0.0008138787088682875       -0.03000317359864291         0.8363797300388817           5.456387125402085e-06        300.0000000349246         
21545.00379456544         6993.518910922983           301.1947384219384           0.001174613396869972        -0.03600033039002726         0.836146729998939            6.569269690781532e-06        359.999999916181          
21545.00448900989         6991.179022625438           351.3554766775924           0.001602330041350797        -0.04199560712027339         0.8358707095599655           7.689101097996254e-06        420.0000001117587         
21545.00518345433         6988.47948184493            401.4983634407981           0.002097442295053042        -0.04798869503481251         0.8355516827768056           8.815771342818302e-06        479.9999999930151         
21545.00587789878         6985.420429170772           451.6208188079763           0.002660357175045647        -0.0539792854774821          0.8351896659249658           9.949169620160347e-06        539.9999998742715         
21545.00657234322         6982.002023708017           501.7202639188617           0.003291474989964627        -0.05996706990659462         0.8347846775002419           1.108918433251338e-05        600.0000000698492         
21545.00726678767         6978.224443070532           551.7941210893914           0.00399118936911691         -0.06595173991101255         0.8343367382182283           1.223570309832889e-05        659.9999999511056         
21545.00796123211         6974.087883372558           601.8398139451165           0.004759887175168842        -0.07193298722622821         0.8338458710137078           1.3388612760179e-05          720.0000001466833         
21545.00865567656         6969.592559219338           651.8547675541486           0.005597948445938528        -0.07791050375044883         0.8333121010399235           1.454779939369377e-05        780.0000000279397         
21545.009350121           6964.73870369693            701.8364085604553           0.006505746350740083        -0.08388398156068444         0.8327354556677313           1.571314831577686e-05        839.999999909196          
21545.01004456545         6959.526568361034           751.7821653165738           0.00748364717583172         -0.08985311292883857         0.8321159644846328           1.688454409354279e-05        900.0000001047738         
21545.01073900989         6953.956423224823           801.6894680169644           0.008532010251656175        -0.09581759033780068         0.8314536592936885           1.806187055286568e-05        959.9999999860302         
21545.01143345433         6948.028556745674           851.5557488305494           0.00965118792373687         -0.1017771064975392          0.8307485741123116           1.924501078737206e-05        1019.999999867287         
21545.01212789878         6941.743275811197           901.3784420337761           0.01084152546536643         -0.1077313543611944          0.8300007451709417           2.043384716715613e-05        1080.000000062864         
21545.01282234322         6935.100905724161           951.1549841432134           0.01210336113581434         -0.1136800271411699          0.8292102109115975           2.162826134799456e-05        1139.999999944121         
21545.01351678767         6928.101790186367           1000.882814048382           0.01343702600570396         -0.1196228183252216          0.8283770119863102           2.282813428022834e-05        1200.000000139698         
21545.01421123211         6920.746291281655           1050.559373144002           0.0148428440297721          -0.1255594216925443          0.827501191255435            2.403334621792208e-05        1260.000000020955         
21545.01490567655         6913.034789458092           1100.182105462765           0.0163211319304537          -0.1314895313298534          0.8265827937858427           2.524377672807887e-05        1319.999999902211         
21545.015600121           6904.967683508701           1149.748457807465           0.01787219918332994         -0.1374128416474615          0.8256218668489897           2.645930469996616e-05        1380.000000097789         
21545.01629456544         6896.545390552026           1199.255879883305           0.01949634800257627         -0.1433290473953494          0.8246184599188677           2.767980835444162e-05        1439.999999979045         
21545.01698900989         6887.768346010824           1248.701824429911           0.02119387325365096         -0.149237843679229           0.8235726246698306           2.890516525327902e-05        1499.999999860302         
21545.01768345433         6878.637003590527           1298.083747353288           0.02296506243874319         -0.1551389259765993          0.8224844149743012           3.013525230877168e-05        1560.000000055879         
21545.01837789878         6869.151835256314           1347.399107857782           0.02481019566766918         -0.1610319901527919          0.821353886900356            3.136994579333585e-05        1619.999999937136         
21545.01907234322         6859.313331209472           1396.645368577563           0.02672954557056073         -0.1669167324770068          0.8201810987091877           3.260912134900318e-05        1680.000000132713         
21545.01976678767         6849.121999862604           1445.819995708123           0.0287233773706248          -0.1727928496383377          0.8189661108524461           3.385265399719062e-05        1740.00000001397          
21545.02046123211         6838.578367813956           1494.92045913788            0.03079194868041668         -0.178660038761784           0.8177089859694585           3.510041814852594e-05        1799.999999895226         
21545.02115567656         6827.682979820762           1543.944232578971           0.03293550964735914         -0.1845179974242497          0.8164097888843254           3.635228761256215e-05        1860.000000090804         
21545.021850121           6816.436398771708           1592.888793698628           0.03515430276456755         -0.1903664236705286          0.8150685866028961           3.760813560788057e-05        1919.99999997206          
21545.02254456544         6804.839205658354           1641.75162424962            0.03744856294360943         -0.1962050160292735          0.8136854483096218           3.886783477180522e-05        1979.999999853317         
21545.02323900989         6792.891999545682           1690.530210201279           0.03981851741264109         -0.2020334735289496          0.8122604453642858           4.013125717061694e-05        2040.000000048894         
21545.02393345433         6780.595397541532           1739.222041869478           0.04226438570185564         -0.2078514957137695          0.8107936512986118           4.139827430976739e-05        2099.999999930151         
21545.02462789878         6767.950034765177           1787.824614047247           0.04478637964348309         -0.2136587826596105          0.8092851418127502           4.266875714370455e-05        2160.000000125729         
